User_ID,Location,Age
217072,saskatoon_ saskatchewan_ canada,31
89094,whakatane_ bay of plenty_ new zealand,63
163536,edmonton_ alberta_ canada,14
151725,toronto_ ontario_ canada,26
167773,nova friburgo_ rio de janeiro_ brazil,38
251174,leland_ north carolina_ usa,33
21095,bratislava_ bratislava_ slovakia,27
56879,renton_ washington_ usa,44
64334,akron_ ohio_ usa,15
204868,parede_ lisboa_ portugal,24
21512,sherman_ texas_ usa,56
36263,houston_ texas_ usa,57
113666,olympia_ washington_ usa,50
155773,santa fe_ new mexico_ usa,22
104173,hennef_ nordrhein-westfalen_ germany,40
82093,hannover_ niedersachsen_ germany,28
156927,pasadena_ california_ usa,28
239864,marina del rey_ california_ usa,36
149172,aurora_ colorado_ usa,37
145224,glendale_ california_ usa,38
27902,grandview_ texas_ usa,44
227246,norwich_ england_ united kingdom,59
106966,richmond_ virginia_ usa,32
167584,terrassa_ catalunya_ spain,32
57612,swansea_ wales_ united kingdom,34
220412,barcelona_ catalunya_ spain,21
211394,atlanta_ georgia_ usa,43
232296,lecco_ lombardia_ italy,29
215023,lexington_ kentucky_ usa,16
145766,woodstock_ maryland_ usa,39
79575,karachi_ sindh/islam_ pakistan,16
53089,london_ england_ united kingdom,19
5753,chicago_ illinois_ usa,25
113943,s�o paulo_ s�o paulo_ brazil,29
117897,brooklyn_ new york_ usa,25
166010,porto_ n/a_ portugal,29
199848,guayaquil_ guayas_ ecuador,25
90811,lima - peru_ lima_ peru,35
258673,glasgow_ scotland_ united kingdom,38
78800,st. louis_ missouri_ usa,52
141929,pittsburgh_ pennsylvania_ usa,29
163625,keysville_ virginia_ usa,31
65776,niter�i_ rio de janeiro_ brazil,21
148053,dover_ new hampshire_ usa,26
100298,recife_ pernambuco_ brazil,15
132036,stamford_ connecticut_ usa,34
188728,bergamo_ lombardia_ italy,25
259510,st. charles_ missouri_ usa,53
142326,purmerend_ noord holland_ netherlands,23
275565,cambridge_ united kingdom_ united kingdom,16
118928,phenix city_ alabama_ usa,58
246639,silver spring_ maryland_ usa,58
71865,sydney_ new south wales_ australia,13
53393,san antonio_ texas_ usa,13
110545,peterborough_ england_ united kingdom,53
97168,falls church_ virginia_ usa,60
106979,san francisco_ california_ usa,34
60902,freiburg_ baden-wuerttemberg_ germany,23
119018,calgary_ alberta_ canada,35
166420,sesto san giovanni_ lombardia_ italy,40
49916,lisboa_ estremadura_ portugal,35
85609,lakewood_ california_ usa,45
150602,mableton_ georgia_ usa,20
3703,virginia beach_ virginia_ usa,23
38916,hettange grande_ moselle_ france,31
53980,la mesa_ california_ usa,40
91417,cincinnati_ ohio_ usa,36
132495,cincinnati_ ohio_ usa,40
213697,kottayam_ kerala_ india,21
162700,fulham gardens_ south australia_ australia,31
90481,bremen_ bremen_ germany,48
116720,estero_ florida_ usa,57
126659,montreal_ quebec_ canada,19
69961,nashville_ tennessee_ usa,21
178939,bundaberg_ queensland_ australia,25
230956,minnetonka_ minnesota_ usa,63
239885,edinburgh_ scotland_ united kingdom,23
174666,behshahr_ mazandaran_ iran,23
87875,seattle/tacoma_ washington_ usa,30
171047,tehran_ idaho_ iran,18
240954,algemessi_ valencia_ spain,29
16908,chicago_ illinois_ usa,55
106569,mccomb_ mississippi_ usa,46
61589,bekasi_ yukon territory_ indonesia,28
133515,sweet home_ oregon_ usa,45
127702,ladysmith_ british columbia_ canada,65
173292,cleveland_ oklahoma_ usa,29
29070,upper hutt_ wellington_ new zealand,37
95939,piracicaba_ s�o paulo_ brazil,37
263794,hollywood_ california_ usa,25
271803,oviedo_ asturias_ spain,26
33291,tulsa_ oklahoma_ usa,56
47912,douglasville_ georgia_ usa,33
227807,louisville_ kentucky_ usa,34
124405,lisboa_ lisboa_ portugal,23
147450,oxford_ england_ united kingdom,21
149492,barcelona_ barcelona_ spain,40
152955,miami_ florida_ usa,69
83330,kenosha_ wisconsin_ usa,41
41831,toronto_ ontario_ canada,52
825,albuquerque_ new mexico_ usa,38
63406,new york_ new york_ usa,46
162338,melbourne_ victoria_ australia,23
32318,glen ellyn_ illinois_ usa,34
119104,rangoon_ rangoon_ burma,35
191561,raleigh_ north carolina_ usa,51
241207,boyne island_ queensland_ australia,31
92047,columbus_ ohio_ usa,25
3591,fort worth_ texas_ usa,30
247195,upper hutt_ wellington_ new zealand,17
228080,binningen_ bl_ switzerland,23
72165,cardiff_ wales_ united kingdom,29
116876,new york_ new york_ usa,36
36972,coquitlam_ british columbia_ canada,15
169360,great barrington_ massachusetts_,25
46353,lund_ sk�ne_ sweden,29
210053,wauwatosa_ wisconsin_ usa,71
182787,potterville_ michigan_ usa,32
216791,tucson_ arizona_ usa,48
66096,kansas city_ missouri_ usa,53
107149,melbourne_ victoria_ australia,22
105689,tampere_ iowa_ finland,13
240204,greenbank_ ontario_ canada,50
151025,salem_ oregon_ usa,49
92022,manchester_ lancs_ united kingdom,16
245048,moline_ illinois_ usa,24
210295,london_ england_ united kingdom,57
254366,hamilton_ ontario_ canada,20
79792,nottingham_ n/a_ united kingdom,54
197542,milano_ lombardia_ italy,37
33071,englewood_ new jersey_ usa,39
217933,donnellson_ iowa_ usa,33
97523,christchurch_ n/a_ new zealand,28
245102,birmingham_ alabama_ usa,21
226124,schenectady_ new york_ usa,25
217372,st. petersburg_ florida_ usa,54
245251,toronto_ ontario_ canada,18
79668,allen_ texas_ usa,39
2672,haslemere_ england_ united kingdom,17
245076,stephens city_ virginia_ usa,22
148847,webster_ new york_ usa,34
250879,airport west_ victoria_ australia,31
176825,mylor bridge_ falmouth__ england_ united kingdom,57
256046,winter park_ florida_ usa,63
5261,chakwal_ punjab_ pakistan,19
57371,missoula_ montana_ usa,19
254703,weitweitweg_ bern_ switzerland,43
7638,preston_ england_ united kingdom,53
217581,maplewood_ minnesota_ usa,23
201891,new york_ new york_ usa,35
38658,london_ ontario_ canada,42
50328,corning_ california_ usa,58
228176,sydney_ new south wales_ australia,16
168695,bayan baru_ penang_ malaysia,18
77494,santiasco_ santiasco_ chile,16
271412,loganville_ georgia_ usa,40
60058,erie_ pennsylvania_ usa,43
132415,hamilton_ new jersey_ usa,53
111165,mumbai_ maharashtra_ india,31
240375,winnipeg_ manitoba_ canada,34
146225,nuenberg_ bayern_ germany,47
222855,glasgow_ scotland_ united kingdom,29
181653,roma_ lazio_ italy,34
9625,storm lake_ iowa_ usa,20
78563,iraq_ idaho_ iraq,31
212191,geelong_ victoria_ australia,22
121988,vestal_ new york_ usa,47
87000,manila_ n/a_ philippines,24
173541,warwick_ england_ united kingdom,32
167706,leeds_ england_ united kingdom,31
250015,amsterdam_ noord holland_ netherlands,31
87275,hannover_ niedersachsen_ germany,26
6317,sevilla_ andalucia_ spain,26
194092,vila nova de famalicao_ norte_ portugal,21
225701,madrid_ madrid_ spain,28
105270,nashville_ tennessee_ usa,50
18356,trois-rivi�res_ quebec_ canada,19
277081,trnava_ n/a_ slovakia,16
53640,100 mile house_ british columbia_ canada,32
165326,g�strow_ mecklenburg-vorpommern_ germany,20
152854,london_ utah_ united kingdom,17
117446,san salvador_ n/a_ el salvador,36
196871,phoenix_ arizona_ usa,37
50791,the woodlands_ texas_ usa,27
207543,weymouth_ dorset_ united kingdom,40
53232,barrie_ ontario_ canada,19
239858,state college_ pennsylvania_ usa,27
5331,hull_ england_ united kingdom,26
36436,chester_ new mexico_ usa,34
60204,richmond_ indiana_ usa,48
178357,san miguel_ buenos aires_ argentina,22
48813,ibbenb�ren_ nordrhein-westfalen_ holy see,35
50233,madras_ oregon_ usa,46
278830,springield_ virginia_ usa,28
14358,toronto_ ontario_ canada,28
63288,waddinxveen_ zuid-holland_ netherlands,46
15902,berlin_ berlin_ germany,25
237264,cairo_ n/a_ egypt,35
229451,auckland_ n/a_ new zealand,13
252349,san jose_ california_ usa,32
16834,lima_ lima_ peru,37
178110,north york_ ontario_ canada,19
94468,union beach_ new jersey_ usa,23
199924,k�ln_ nordrhein-westfalen_ germany,22
23840,munich_ bavaria_ germany,30
161208,kitchener_ ontario_ canada,44
135359,tewksbury_ massachusetts_ usa,37
181514,minneapolis_ minnesota_ usa,23
32818,sunshine_ victoria_ australia,56
244253,alba_ piemonte_ italy,19
132685,bilbo_ euskalherria_ spain,44
59576,farmington hills_ michigan_ usa,52
161795,leiden_ zuid-holland_ netherlands,58
48934,jonesboro_ arkansas_ usa,76
84422,dearborn_ michigan_ usa,22
71753,kansas city_ missouri_ usa,41
36848,victoria_ british columbia_ canada,24
106541,cardiff_ wales_ united kingdom,41
141432,dallas_ texas_ usa,53
58148,nottingham_ england_ united kingdom,31
232516,indianapolis_ indiana_ usa,32
162430,melbourne_ victoria_ australia,42
262821,palma_ mallorca_ spain,53
209238,pass christian_ mississippi39571_ usa,60
83685,corvallis_ oregon_ usa,17
6835,san antonio_ texas_ usa,16
52803,glens falls_ new york_ usa,66
204612,bari_ puglia_ italy,44
174841,greensburg_ pennsylvania_ usa,44
167916,caserta_ campania_ italy,34
192326,paris_ kentucky_ usa,51
118261,l`estartit_ catalunya_ spain,43
155188,sydney_ new south wales_ australia,14
89527,frankfort_ ohio_ usa,21
80260,new orleans_ louisiana_ usa,70
151259,red deer_ alberta_ canada,29
62174,barcelona_ catalunya_ spain,22
224477,sacramento_ california_ usa,80
172834,champaign_ illinois_ usa,33
222350,aschaffenburg_ bayern_ germany,36
125872,pittsburgh_ pennsylvania_ usa,36
244965,fischingen_ switzerland_ switzerland,50
124184,tulsa_ oklahoma_ usa,55
40150,acme_ pennsylvania_ usa,56
122047,valencia_ comunidad valenciana_ spain,57
4169,fairbanks_ alaska_ usa,57
233405,new york_ new york_ usa,34
235356,whittier_ california_ usa,29
72133,bethel park_ pennsylvania_ usa,49
196053,pittsburgh_ pennsylvania_ usa,35
231828,columbus_ ohio_ usa,23
261740,baldwin_ new york_ usa,36
34600,brooklin_ ontario_ canada,37
137779,bogota_ n/a_ colombia,55
172262,wheat ridge_ colorado_ usa,51
59679,mount hope_ ontario_ canada,57
164326,strasbourg_ alsace_ france,60
173165,st. louis_ missouri_ usa,17
203029,barrie_ ontario_ canada,28
16882,lleida_ lleida_ catalunya_ spain,16
214897,zaragoza_ arag�n_ spain,40
154092,wien_ wien_ austria,49
145340,sydney_ new south wales_ australia,14
159604,east  liverpool_ ohio_ usa,24
215298,toronto_ ontario_ canada,32
4310,oakland_ california_ usa,58
174176,port townsend_ washington_ usa,47
251208,dublin_ n/a_ ireland,79
147203,concord_ new hampshire_ usa,16
43425,davis_ california_ usa,62
213013,set�bal_ n/a_ portugal,30
156991,h�rby_ sk�ne_ sweden,34
47619,atlanta_ georgia_ usa,52
184434,dusseldorf_ nordrhein-westfalen_ germany,29
236387,s�o paulo_ s�o paulo_ brazil,31
27782,dandenong north_ victoria_ australia,53
261307,regensdorf_ n/a_ switzerland,31
155937,murfreesboro_ tennessee_ usa,37
41946,santander_ cantabria_ spain,43
275346,perth_ western australia_ australia,14
11625,kendall park_ new jersey_ usa,49
221112,juneau_ alaska_ usa,24
268746,san jose_ california_ usa,32
171793,charlesbourg_ quebec_ canada,21
247115,swabi_ n.w.f.p_ pakistan,21
276804,st. louis_ missouri_ usa,14
264328,los angeles_ california_ usa,20
41773,cary_ north carolina_ usa,20
255418,alicante_ n/a_ spain,70
123711,cairns_ queensland_ australia,20
73978,st.paul_ minnesota_ usa,24
150300,rome_ rome_,30
32217,lafayette_ louisiana_ usa,17
254743,mcallen_ texas_ usa,19
79920,richland_ washington_ usa,20
95023,gold coast_ queensland_ australia,19
96219,milwaukee_ wisconsin_ usa,50
110444,s�o paulo_ s�o paulo_ brazil,19
226436,marion_ illinois_ usa,23
271095,london_ london_ united kingdom,25
210934,blaine_ minnesota_ usa,54
135097,kansas city_ missouri_ usa,38
179217,paris_ l`�le de france_ france,23
172447,menifee_ california_ usa,27
3138,dumfries_ virginia_ usa,33
72778,schnecksville_ pennsylvania_ usa,54
244748,pawtucket_ rhode island_ usa,30
274761,zanesville_ ohio_ usa,35
257265,duncan_ oklahoma_ usa,38
153458,erding_ bayern_ germany,26
63526,janesville_ minnesota_ usa,20
265597,bundanoon_ new south wales_ australia,65
147687,cary_ north carolina_ usa,17
180097,victoria_ british columbia_ canada,36
107307,urbana_ illinois_ usa,29
1052,tarcento_ friuli venezia giulia_ italy,31
493,manhattan_ kansas_ usa,29
17233,fuquay-varina_ north carolina_ usa,54
125919,prescott_ arizona_ usa,20
96169,meersburg_ baden-wuerttemberg_ germany,21
168154,grainau_ bayern_ germany,26
185442,lisboa_ n/a_ portugal,26
263761,barcelona_ barcelona_ spain,33
87862,novara_ piemonte_ italy,26
3796,newport beach_ california_ usa,33
88531,whitehall_ pennsylvania_ usa,39
86743,port murray_ new jersey_ usa,44
263260,fleet_ england_ united kingdom,60
238712,kitchener_ ontario_ canada,18
69343,edmonton_ alberta_ canada,23
69131,san diego_ california_ usa,28
242424,birmingham_ england_ united kingdom,44
124272,duisburg_ nordrhein-westfalen_ germany,23
38877,marietta_ georgia_ usa,32
76003,hamilton_ ontario_ canada,48
187029,ardmore_ oklahoma_ usa,55
122240,reedley_ california_ usa,23
126728,saskatoon_ saskatchewan_ canada,15
131181,moriya_ ibaraki_ japan,26
253399,essen_ nordrhein-westfalen_ germany,36
25666,arapahoe_ north carolina_ usa,63
82663,perth_ western australia_ australia,23
200440,athens_ georgia_ usa,27
50988,wrexham_ wales_ united kingdom,31
70696,toronto_ ontario_ canada,57
180281,healdsburg_ california_ usa,38
184892,barcelona_ barcelona_ spain,17
105490,girard_ pennsylvania_ usa,21
189788,m�nchen_ bayern_ germany,35
142911,tehran_ n/a_ iran,41
95134,willamina_ oregon_ usa,38
46750,riverview_ florida_ usa,52
83840,s�o paulo_ s�o paulo_ brazil,31
29724,bergisch gladbach_ nrw_ germany,45
47856,ottawa_ ontario_ canada,32
23960,grand junction_ colorado_ usa,33
75533,port angeles_ washington_ usa,33
224163,shaver lake_ california_ usa,42
149975,rochester_ michigan_ usa,51
234733,burnaby_ british columbia_ canada,20
18758,london_ england_ united kingdom,35
233567,heidelberg_ baden-wuerttemberg_ germany,27
25776,wellendingen_ baden-w�rttemberg_,29
172839,lakewood_ ohio_ usa,35
116950,malden_ massachusetts_ usa,36
215541,hamburg_ hamburg_ germany,54
53188,paris_ \n/a\_ france,27
269652,hagerstown_ maryland_ usa,44
20233,calgary ab_ alberta_ canada,59
1443,melbourne_ victoria_ australia,30
96215,pottstown_ pennsylvania_ usa,75
116180,sterling hieghts_ michigan_ usa,19
13170,minneapolis_ minnesota_ usa,20
15251,washington_ dc_ usa,27
207730,norwalk_ ohio_ usa,68
238134,viictoria_ british columbia_ canada,17
93210,bern_ bern_ switzerland,29
140567,granada_ granada_ spain,40
93131,heathfield_ east sussex_ united kingdom,13
240257,florissant_ missouri_ usa,21
150979,greencastle_ pennsylvania_ usa,34
50181,loughborough_ england_ united kingdom,23
118332,london_ n/a_ united kingdom,27
130860,hannover_ niedersachsen_ germany,15
221307,berlin_ berlin_ germany,22
215819,knob noster_ missouri_ usa,27
141122,munich_ bayern_ germany,45
243696,mcdonough_ georgia_ usa,57
51301,ames_ iowa_ usa,29
182290,london_ n/a_ united kingdom,25
194784,torrej�n de ardoz_ madrid_ spain,31
16018,beaumont_ texas_ usa,47
17842,washington_ dc_ usa,21
244542,falls church_ virginia_ usa,66
119754,christchurch_ n/a_ new zealand,34
6102,jamaica_ _ usa,28
238220,taylor_ texas_ usa,34
109491,brentwood_ california_ usa,40
37229,newport_ vermont_ usa,43
228945,raleigh_ north carolina_ usa,47
165898,surprise_ arizona_ usa,61
34581,lakeville_ minnesota_ usa,39
135682,fintel_ niedersachsen_ germany,24
196546,north port_ florida_ usa,24
103300,norwich_ england_ united kingdom,34
12188,lisboa_ n/a_ portugal,39
220082,hamburg_ hamburg_ germany,20
226772,mundelein_ illinois_ usa,37
124287,oldenburg_ niedersachsen_,25
226829,pahang_ kl_ malaysia,21
54482,sydney_ new south wales_ australia,33
85258,london_ england_ united kingdom,29
231337,nashville_ tennessee_ usa,26
177277,plymouth_ england_ united kingdom,30
192055,brunswick_ georgia_ usa,36
149762,adelaide_ south australia_ australia,49
111898,duncanville_ texas_ usa,52
18426,northridge_ california_ usa,35
113536,oslo_ n/a_ norway,38
202936,vancouver_ washington_ usa,55
143392,loughborough_ leicestershire_ united kingdom,53
220115,chambery_ savoie_ france,29
157964,bensalem_ pennsylvania_ usa,32
274267,new paltz_ new york_ usa,70
156153,porto alegre_ rio grande do sul_ brazil,20
42521,las palmas de gran canaria_ las palmas_ spain,24
58973,porto_ n/a_ portugal,24
150628,vancouver_ british columbia_ canada,29
140080,braunschweig_ niedersachsen_ germany,35
206395,hyderabad_ andhra pradesh_ india,59
232665,knife river_ minnesota_ usa,15
90922,milano_ lombardia_ italy,34
242917,norwalk_ connecticut_ usa,35
221280,falls church_ virginia_ usa,37
250153,kingston_ ontario_ canada,32
91021,federal way_ washington_ usa,34
110840,fitzroy_ _ australia,24
37067,bishop`s mills (near ottawa)_ ontario_ canada,67
274588,pittsburgh_ pennsylvania_ usa,29
118718,ober-ramstadt_ hessen_ germany,38
47874,cedar rapids_ iowa_ usa,46
109462,canton_ georgia_ usa,39
142429,lauenburg_ schleswig-holstein_ germany,19
190038,vigo_ galicia_ spain,37
221558,buffalo ny_ new york_ usa,23
218370,bellingham_ washington_ usa,32
177125,jacksonville_ _,27
58815,sydney_ nsw_ australia,50
91655,chalon sur saone_ bourgogne_ france,32
133177,winnipeg_ manitoba_ canada,55
109043,tampere_ nunavut_ finland,25
194650,fano_ marche_ italy,33
186723,olympia_ washington_ usa,42
172079,tomah_ wisconsin_ usa,18
115457,gold coast_ queensland_ australia,19
182513,harbor springs_ michigan_ usa,56
153600,tr�vol_ auvergne_ france,16
175928,miami_ florida_ usa,17
237534,rexdale_ ontario_ canada,47
68782,colorado springs_ colorado_ usa,38
87811,charlotte_ north carolina_ usa,35
239372,minneapolis_ minnesota_ usa,42
233407,bronx_ new york_ usa,16
69224,braga_ n/a_ portugal,21
255426,london_ england_ united kingdom,26
192447,kuala lumpur_ kuala lumpur_ malaysia,45
84912,putney_ vermont_ usa,54
180897,madrid_ madrid_ spain,26
60249,columbia_ south carolina_ usa,44
139778,mainz_ rlp_ germany,29
276798,mannheim_ baden-wuerttemberg_ germany,31
166422,ottawa_ ontario_ canada,55
246754,kangarilla_ adelaide_ south australia_ australia,14
162129,mill hall_ pennsylvania_ usa,20
247078,barcelona_ barcelona_ spain,36
4661,trujillo alto_ puerto rico_ usa,51
1370,boone_ iowa_ usa,26
51112,cobourg_ ontario_ canada,21
7912,chula vista_ california_ usa,32
109673,washington d.c._ dc_ usa,14
89684,dubai_ dubai_ united arab emirates,18
261708,chandler_ arizona_ usa,39
93905,farmingville_ new york_ usa,56
100422,albuquerque_ new mexico_ usa,73
159445,brisbane_ n/a_ australia,29
62591,cuba_ new york_ usa,66
52391,lausanne_ vaud_ switzerland,55
11484,portland_ oregon_ usa,26
38012,santa cruz_ california_ usa,63
119014,vance_ alabama_ usa,20
238513,tampa_ florida_ usa,32
118333,joburg_ gautang_ south africa,18
24914,barnstead_ new hampshire_ usa,19
207385,columbia_ missouri_ usa,58
46768,shanghai china_ baden-wuerttemberg_ china,15
224361,barcelona_ catalunya_ spain,21
208903,astrain_ navarra_ spain,30
161901,lille_ nord_ france,38
23984,nemo_ texas_ usa,59
88234,st. john`s_ newfoundland_ canada,34
114492,jersey city_ new jersey_ usa,25
231706,gouda_ zuid-holland_ netherlands,47
168945,so bellingham_ massachusetts_ usa,62
263269,hattiesburg_ mississippi_ usa,40
10190,southampton_ hampshire_ united kingdom,31
226046,singapore_ south east asia_ singapore,21
223707,seattle_ washington_ usa,30
239037,fayetteville_ arkansas_ usa,41
118047,merlo_ san luis_ argentina,18
155491,atlanta_ georgia_ usa,25
158042,villena_ alicante_ spain,21
87488,bordeaux_ aquitaine_ france,23
206620,cornella_ spain_ spain,18
85592,rock island_ illinois_ usa,49
228719,berkshire_ england_ united kingdom,18
102645,berlicum_ noord-brabant_ netherlands,25
252226,santa clara_ california_ usa,27
8895,apia_ n/a_ samoa,29
136942,ottawa_ ontario_ canada,36
125612,stony plain_ alberta_ canada,30
194474,renmark_ south australia_ australia,69
272299,palmela_ set�bal_ portugal,29
222911,adelaide_ south australia_ australia,52
229477,grand rapids_ michigan_ usa,66
221794,link�ping_ �sterg�tland_ sweden,24
118728,aberdeen_ washington_ usa,33
108297,bristol_ n/a_ united kingdom,43
129088,perkiomenville_ pennsylvania_ usa,35
144691,hibbing_ minnesota_ usa,45
180050,seattle_ washington_ usa,14
115332,c�rdoba_ andaluc�a_ spain,20
155874,guaymall�n_ mendoza_ argentina,54
246777,barcelona_ barcelona_ spain,27
184232,allentown_ pennsylvania_ usa,47
221512,twin lakes_ british columbia_ canada,52
15974,herent_ vlaams-brabant_ belgium,18
130866,savannah_ georgia_ usa,44
23576,northbrook_ illinois_ usa,34
107562,campina grande_ para�ba_ brazil,23
1423,scarborough_ england_ united kingdom,39
43622,pretoria_ gauteng_ south africa,26
257807,sausalito_ california_ usa,36
206820,sydney_ new south wales_ australia,39
198159,pippo_ alabama_ usa,44
195659,manchester_ greater manchester_ united kingdom,21
269232,adelaide_ south australia_ australia,13
177416,roseville_ minnesota_ usa,26
88461,bromley_ england_ united kingdom,37
192477,portsmouth_ n/a_ united kingdom,64
10128,roma_ lazio_ italy,24
94460,epsom_ england_ united kingdom,53
260435,ashford_ middlesex_ united kingdom,16
155530,bamberg_ bayern_ germany,24
92033,armstorng_ british columbia_ canada,32
31972,charlotte_ north carolina_ usa,68
177076,centerville_ texas_ usa,37
221238,manassas_ virginia_ usa,17
53942,wheeling_ illinois_ usa,31
185686,santa cruz_ california_ usa,20
164959,madrid_ madrid_ spain,46
154771,lethbridge_ alberta_ canada,56
129261,tehran_ tehran_ iran,24
109250,guadalajara_ guadalajara_ mexico,33
147009,tei�_ catalunya_ spain,37
69890,nepean_ ontario_ canada,63
47994,st louis_ missouri_ usa,24
197743,oakland_ california_ usa,29
200302,troy_ new york_ usa,36
157384,frankfurt_ hessen_ germany,29
161116,orlando_ florida_ usa,40
210840,queidersbach_ rheinland-pfalz_ germany,58
105640,denver_ colorado_ usa,26
177419,austin_ texas_ usa,48
135657,alicante_ alicante_ spain,27
159894,eastbourne_ england_ united kingdom,72
272096,aloha_ oregon_ usa,35
231353,pittsboro_ north carolina_ usa,47
64960,lakewood_ ohio_ usa,58
147503,sevilla_ sevilla_ spain,27
16302,bremerton_ washington_ usa,29
119355,battle creek_ michigan_ usa,49
114740,crystal river_ florida_ usa,26
276687,berkeley_ california_ usa,43
38475,pachuca_ _ mexico,22
121937,tehran_ n/a_ iran,27
182283,athens_ n/a_ greece,62
255924,sofia_ alaska_ bulgaria,27
160576,watford_ england_ united kingdom,24
106303,n/a_ n/a_ philippines,35
176860,minneapolis_ minnesota_ usa,17
94092,schwenksville_ pennsylvania_ usa,20
110498,lund_ sk�ne_ sweden,27
195325,prince george_ british columbia_ canada,11
171632,bonners ferry_ indiana_ united kingdom,39
54926,sheffield_ england_ united kingdom,31
155853,candelo_ piemonte_ italy,44
49783,chaguanas_ n/a_ trinidad and tobago,25
262753,trego_ wisconsin_ usa,57
160594,lisboa_ n/a_ portugal,43
213520,houston_ texas_ usa,46
264234,meerut_ up_ india,29
209244,stone mountain_ georgia_ usa,16
217561,brisbane_ queensland_ australia,19
276547,peterborough_ england_ united kingdom,22
175698,ottawa_ ontario_ canada,26
161180,st. louis_ missouri_ usa,34
117149,canovellas_ barcelona_ spain,23
216591,north york_ ontario_ canada,28
62453,barrie_ ontario_ canada,36
200101,centralia_ washington_ usa,52
112412,oakland_ california_ usa,30
219993,lisboa_ n/a_ portugal,22
64655,latrobe_ pennsylvania_ usa,46
43751,ottawa_ ontario_ canada,74
150924,den haag_ zuid-holland_ netherlands,56
140891,toronto_ ontario_ canada,38
262521,bronx_ new york_,20
241159,stockholm_ uppsala_ sweden,35
47060,salzburg_ salzburg_ austria,21
188029,stockton_ california_ usa,52
193731,lochbuie_ colorado_ usa,19
61344,grand blanc_ michigan_ usa,26
178893,sherwood_ arkansas_ usa,42
10739,wellington_ wellington_ new zealand,23
276126,pinto_ madrid_ spain,15
123898,adelaide_ south australia_ australia,26
125351,morecambe_ lancashire_ united kingdom,27
76663,rome_ georgia_ usa,30
219968,adelaide_ south australia_ australia,33
166973,faj�es_ n/a_ portugal,38
263407,barcelona_ catalunya_ spain,47
160063,peterson_ minnesota_ usa,51
58168,mannheim_ baden-wuerttemberg_ germany,37
152751,melbourne_ victoria_ australia,34
199444,mukilteo_ washington_ usa,38
231389,johnston_ iowa_ usa,16
72597,barcelona_ catalunya_ spain,20
128510,glasgow_ scotland_ united kingdom,37
101304,chesapeake_ virginia_ usa,68
160955,honolulu_ hawaii_ usa,33
73166,north andover_ massachusetts_ usa,46
183697,edmonton_ alberta_ canada,55
162721,paris_ ile-de-france_ france,13
230027,london_ london_ united kingdom,35
260209,crewe_ cheshire_ united kingdom,44
215716,belleville_ illinois_ usa,44
205065,scarborough_ england_ united kingdom,15
43383,bristol_ virginia_ usa,24
55481,san diego_ california_ usa,30
150037,genova_ liguria_ italy,28
168339,malmedy_ li�ge_ belgium,42
46373,crots_ france_ france,51
40207,berlin_ berlin_ germany,38
41122,cambridge_ _,56
222659,worthington_ ohio_ usa,33
22663,collado villalba_ madrid_ spain,34
162070,keilor_ victoria_ australia,56
185635,seattle_ washington_ usa,61
53718,los angeles_ california_,60
165266,salisbury_ england_ united kingdom,23
274025,manchester_ new hampshire_ usa,13
107051,lausanne_ vaud_ switzerland,30
37744,wasilla_ alaska_ usa,25
251717,milford_ delaware_ usa,71
126740,carlinville_ illinois_ usa,17
248544,turbat_ florida_ pakistan,39
215924,sydney_ new south wales_ australia,46
92767,tanawha_ australia queensland_ australia,69
150280,orangevale_ california_ usa,48
110769,washington_ dc_ united states,30
203427,pleasanton_ california_ usa,63
113743,wellington_ florida_ usa,31
22743,london_ england_ united kingdom,31
97010,selangor_ petaling jaya_ malaysia,35
53105,brisbane_ queensland_ australia,20
225310,port talbot_ wales_ united kingdom,25
103590,norwich_ england_ united kingdom,51
229762,melbourne_ victoria_ australia,53
76363,portland_ oregon_ usa,30
56956,palma de mallorca_ islas baleares_ spain,53
192001,mechanicsville_ virginia_ usa,43
33718,limerick_ n/a_ ireland,22
488,boston_ massachusetts_ usa,25
78057,swansea_ wales_ united kingdom,27
135286,edison_ new jersey_ usa,19
1513,oak hill_ virginia_ usa,40
56933,comstock park_ michigan_ usa,34
122697,sevilla_ sevilla_ spain,44
23417,seabrook_ new hampshire_ usa,29
139601,san pedro_ california_ usa,37
114304,bellingham_ washington_ usa,31
70850,halifax_ nova scotia_ canada,49
53215,colorado springs_ colorado_ usa,32
19473,manchester_ england_ united kingdom,37
68300,minneapolis_ minnesota_ usa,20
8985,rosario_ santa fe_ argentina,21
33004,seattle_ washington_ usa,33
48861,bristol_ n/a_ united kingdom,28
226659,leiden_ zuid holland_ netherlands,29
252287,boynton beach_ florida_ usa,58
19577,chicago_ illinois_ usa,72
73608,rawalpindi_ n/a_ pakistan,18
84403,torino_ piemonte_ italy,30
79939,darien_ wisconsin_ usa,31
194727,melbourne_ victoria_ australia,15
224801,tonopah_ arizona_ usa,34
80567,san isidro_ buenos aires_ argentina,43
215692,shawnee_ kansas_ usa,49
150383,phoenix_ arizona_ usa,43
17497,bennington_ vermont_ usa,19
146913,winnipeg_ manitoba_ canada,23
126411,moises s. bertoni_ caazapa_ paraguay,26
181280,kent_ connecticut_ usa,67
30822,palestrina_ lazio_ italy,19
15492,mississauga_ ontario_ canada,15
232472,greenburgh_ new york_ usa,42
29396,alb_ new mexico_ usa,15
